Address,"Clean Air Act","Fugair Amount",PBT,"Water Amount"
"652 DOREMUS AVE.",No,"1443 Pounds",NON_PBT,"0 Pounds"
"652 DOREMUS AVE.",Yes,"352 Pounds",NON_PBT,"0 Pounds"
"65 CHAMBERS ST.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"65 EUCLID AVE",No," Pounds",NON_PBT," Pounds"
"65 EUCLID AVE",Yes,".2 Pounds",NON_PBT,"0 Pounds"
"65 INDUSTRIAL S",No,"0 Pounds",NON_PBT,"0 Pounds"
"65 RIVER DR.",No," Pounds",NON_PBT," Pounds"
"660 FRELINGHUYSEN AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"660 FRELINGHUYSEN AVE.",No,"3859 Pounds",NON_PBT,"0 Pounds"
"660 FRELINGHUYSEN AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"660 FRELINGHUYSEN AVE.",Yes,"11823 Pounds",NON_PBT,"0 Pounds"
"660 FRELINGHUYSEN AVE.",Yes,"2814 Pounds",NON_PBT,"0 Pounds"
"661 MYRTLE AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"665 STATE HWY. 23",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"666 PASSAIC AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"669 MONTROSE AVE.",No,"1800 Pounds",NON_PBT,"0 Pounds"
"681 LAWLINS RD, SUITE 10",No,"0 Pounds",NON_PBT,"0 Pounds"
"681 LAWLINS RD, SUITE 10",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"681 LAWLINS RD, SUITE 10",Yes," Pounds",NON_PBT," Pounds"
"681 MAIN ST.",Yes," Pounds",NON_PBT," Pounds"
"682 S. 17TH ST.",No,"750 Pounds",NON_PBT,"0 Pounds"
"68 69TH ST.",Yes,"299 Pounds",NON_PBT,"0 Pounds"
"686 PASSAIC AVE.",No," Pounds",NON_PBT," Pounds"
"68 E. 24TH ST.",No," Pounds",NON_PBT," Pounds"
"690 FERRY ST",No," Pounds",NON_PBT," Pounds"
"690 MONTROSE AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"690 MONTROSE AVE.",Yes,"80 Pounds",NON_PBT,"0 Pounds"
"690 UNION BLVD.",No,"13200 Pounds",NON_PBT,"0 Pounds"
"691 CENTRAL AVE",Yes,"1000 Pounds",NON_PBT,"0 Pounds"
"69-77 CHADWICK ST.",No," Pounds",NON_PBT," Pounds"
"699 RTE. 46 E.",Yes,"1 Pounds",NON_PBT,"0 Pounds"
"6 EASTMANS RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"6 HOLLYWOOD CT",No,"3 Pounds",NON_PBT,"0 Pounds"
"6 JEROME AVE.",Yes,".1 Pounds",NON_PBT,"0 Pounds"
"700 BARTLEY-CHESTER RD",No,"2.4 Pounds",NON_PBT,"0 Pounds"
"700 BARTLEY-CHESTER RD",Yes,".0018 Pounds",NON_PBT,"0 Pounds"
"700 BARTLEY-CHESTER RD",Yes,"2.6 Pounds",NON_PBT,"0 Pounds"
"700 BLAIR RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"700 BLAIR RD.",Yes,"5192 Pounds",NON_PBT,"0 Pounds"
"700 GOTHAM PKWY",Yes," Pounds",NON_PBT," Pounds"
"700 HIGH ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"700 PARSIPPANY RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"700 PARSIPPANY RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"700 RT. 46",No,"0 Pounds",NON_PBT,"0 Pounds"
"700 UNION BLVD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"701 12TH ST",No,"480 Pounds",NON_PBT,"0 Pounds"
"701 12TH ST",Yes,"260 Pounds",NON_PBT,"0 Pounds"
"701 12TH ST",Yes,"640 Pounds",NON_PBT,"0 Pounds"
"70 CANAL ST.",No," Pounds",NON_PBT," Pounds"
"70 OLD TURNPIKE RD.",No,"9000 Pounds",NON_PBT,"0 Pounds"
"70 OLD TURNPIKE RD.",Yes,"10800 Pounds",NON_PBT,"0 Pounds"
"70 PASSAIC ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"70 PENNSYLVANIA AVE.",No,"250 Pounds",NON_PBT,"0 Pounds"
"7101 TONNELLE AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"7101 TONNELLE AVE.",No,"5500 Pounds",NON_PBT,"0 Pounds"
"7101 TONNELLE AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"7101 TONNELLE AVE.",Yes,"5300 Pounds",NON_PBT,"0 Pounds"
"7-11 VREELAND PARK",No,"0 Pounds",NON_PBT,"0 Pounds"
"714-716 CLIFTON AVE.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"714-716 CLIFTON AVE.",Yes,"748 Pounds",NON_PBT,"0 Pounds"
"71 NEWARK WAY",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"725 COMMERCE RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"726 ROCKEFELLER ST.",No,"7400 Pounds",NON_PBT,"0 Pounds"
"726 ROCKEFELLER ST.",Yes,"1300 Pounds",NON_PBT,"0 Pounds"
"726 ROCKEFELLER ST.",Yes,"350 Pounds",NON_PBT,"0 Pounds"
"726 ROCKEFELLER ST.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"72 MICHIGAN AVE",No,"250 Pounds",NON_PBT,"0 Pounds"
"730 DIVISION ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"730 GRAND AVE",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"730 S 13TH ST",Yes,"959 Pounds",NON_PBT,"0 Pounds"
"741/2 CHESTNUT ST.",Yes,"0 Pounds",NON_PBT," Pounds"
"746 GOTHAM PKWY",Yes,"173 Pounds",NON_PBT,"0 Pounds"
"746 GOTHAM PKWY",Yes,"25 Pounds",NON_PBT,"0 Pounds"
"746 GOTHAM PKWY",Yes,"473 Pounds",NON_PBT,"0 Pounds"
"74 DIAMOND RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"74 HUDSON AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"750 CLIFF RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"750 UNION AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"750 UNION AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"751 CLIFF RD",Yes,".03 Pounds",NON_PBT,"0 Pounds"
"757 PAGE AVE.",Yes,"450 Pounds",NON_PBT,"0 Pounds"
"75 DEMAREST DR",No,"5 Pounds",NON_PBT,"0 Pounds"
"75 KENNEDY ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"75 LONG BRANCH AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"75 TROY HILLS RD.",Yes,"3312 Pounds",NON_PBT,"0 Pounds"
"7700 RIVER RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"7700 RIVER RD.",Yes,"0 Pounds",NON_PBT,"1 Pounds"
"77 MOONACHIE AVE",No,"6360 Pounds",NON_PBT,"0 Pounds"
"77 MOONACHIE AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"77 N HILLSIDE RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"77 RIVER RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"77 VANDERBURG RD.",Yes,"8613 Pounds",NON_PBT,"0 Pounds"
"787 E 27TH ST",Yes,"10000 Pounds",NON_PBT,"0 Pounds"
"78 BOONTON AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"792 21ST AVE.",Yes,"10 Pounds",NON_PBT,"0 Pounds"
"792 21ST AVE.",Yes," Pounds",NON_PBT," Pounds"
"7 EASTMANS RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"7 GREAT MEADOW LN",No,"49 Pounds",NON_PBT,"0 Pounds"
"7 GREAT MEADOW LN",Yes,"100 Pounds",NON_PBT,"0 Pounds"
"800 BERGEN ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"800 FORD RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"800 FORD RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"800 JEFFERSON AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"800 JEFFERSON AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"800 PASSAIC AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"800 ROSE LN.",No,"0 Pounds",NON_PBT,"0 Pounds"
"800 ROSE LN.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"800 STATE HWY. #3",Yes,"7201 Pounds",NON_PBT,"0 Pounds"
"801 E LINDEN AVE",No,"750 Pounds",NON_PBT,"0 Pounds"
"805 E GRAND ST",No," Pounds",NON_PBT," Pounds"
"80 JACOBUS AVE",No," Pounds",NON_PBT," Pounds"
"80 LITTLE FALLS RD.",No,"5 Pounds",NON_PBT,"0 Pounds"
"80 WHEELER POINT RD.",Yes,"90 Pounds",NON_PBT,"0 Pounds"
"8-10 22ND ST.",No,"20 Pounds",NON_PBT,"0 Pounds"
"8-10 22ND ST.",No,"270 Pounds",NON_PBT,"0 Pounds"
"8-10 22ND ST.",Yes,"1120 Pounds",NON_PBT,"0 Pounds"
"810 BLOOMFIELD AVE",No,"0 Pounds",NON_PBT," Pounds"
"8-10 LISTER AVE.",Yes,"0 Pounds",NON_PBT,"250 Pounds"
"814 ASBURY AVE",No,"111 Pounds",NON_PBT,"0 Pounds"
"814 ASBURY AVE",Yes,"419 Pounds",NON_PBT,"0 Pounds"
"825 WILSON AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"827 MARTIN ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"82 BURLEWS CT",No,"0 Pounds",NON_PBT,"0 Pounds"
"82 BURLEWS CT",No,"250 Pounds",NON_PBT,"0 Pounds"
"82 BURLEWS CT",No,"750 Pounds",NON_PBT,"0 Pounds"
"82 LIVINGSTON ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"82 LIVINGSTON ST",No,"5 Pounds",NON_PBT,"0 Pounds"
"830 MAGNOLIA AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"830 MAGNOLIA AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"847 N AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"849 BROADWAY",No,"104 Pounds",NON_PBT,"0 Pounds"
"849 BROADWAY",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"84 DAYTON AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"84 DAYTON AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"84 DAYTON AVE.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"84 LISTER AVE",No,"250 Pounds",NON_PBT,"0 Pounds"
"84 LISTER AVE",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"84 LOCKWOOD ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"84 N HACKENSACK AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"84 WAYDELL ST",No,"250 Pounds",NON_PBT,"0 Pounds"
"84 WAYDELL ST",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"84 WAYDELL ST.",Yes," Pounds",NON_PBT," Pounds"
"850 HAMILTON ST.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"85 3TH ST",Yes,"390 Pounds",NON_PBT,"0 Pounds"
"85 5TH AVEUE BUILDING 5",Yes," Pounds",NON_PBT," Pounds"
"85 HORSEHILL RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"85 LINCOLN HWY.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"86 4TH AVE",No,"1200 Pounds",NON_PBT,"0 Pounds"
"86 MORRIS AVE.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"88 GROVE ST",Yes,"0 Pounds",NON_PBT," Pounds"
"890 PATERSON PLANK RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"89 YELLOWBROOK RD",Yes," Pounds",NON_PBT," Pounds"
"8 EMPIRE BLVD.",No,"250 Pounds",NON_PBT,"0 Pounds"
"8 EMPIRE BLVD.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"8 FERNWOD RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"8 HENDERSON DR",No,"0 Pounds",NON_PBT,"0 Pounds"
"8 HENDERSON DR",Yes,"230 Pounds",NON_PBT,"0 Pounds"
"901 LEHIGH AVE",No,"5 Pounds",NON_PBT,"0 Pounds"
"901 LEHIGH AVE",No,"750 Pounds",NON_PBT,"250 Pounds"
"901 LEHIGH AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"90 COLES RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"90 DAYTON AVE.",Yes,"11485 Pounds",NON_PBT,"0 Pounds"
"90 MALTESE DR",No,"158 Pounds",NON_PBT,"0 Pounds"
"90 MALTESE DR",No," Pounds",NON_PBT," Pounds"
"90 MALTESE DR",Yes,"365 Pounds",NON_PBT,"0 Pounds"
"90 MALTESE DR",Yes," Pounds",NON_PBT," Pounds"
"90 MYRTLE ST.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"90 MYRTLE ST.",Yes,"4 Pounds",NON_PBT,"0 Pounds"
"910 SYLVAN AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"91 ILLINOIS AVE",Yes,"10 Pounds",NON_PBT,"0 Pounds"
"91 MICHIGAN AVE",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"91 WALSH DR.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"9252 KENNEDY BLVD.",Yes,"1017 Pounds",NON_PBT,"0 Pounds"
"926 NEWARK AVE.",No,"11000 Pounds",NON_PBT,"0 Pounds"
"92 NEWARK POMPTON TURNPIKE",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"932 PATERSON PLANK RD.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"936 HARRISON AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"936 HARRISON AVE",No,"6 Pounds",NON_PBT,"0 Pounds"
"936 HARRISON AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"941 BALL AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"941 BALL AVE",No,"27 Pounds",NON_PBT,"0 Pounds"
"94 FANNY RD",Yes,"85 Pounds",NON_PBT,"0 Pounds"
"94 MADISON AVE.",No,"250 Pounds",NON_PBT,"0 Pounds"
"9500 RAILROAD AVE.",Yes,"287591 Pounds",NON_PBT,"0 Pounds"
"950 RIVER DR.",Yes,"0 Grams",NON_PBT,"0 Grams"
"950 RIVER DR.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"952 PALMER AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"95 FAIRVIEW AVE",No,"5328 Pounds",NON_PBT,"0 Pounds"
"95 GREENWOOD AVE FACILITY",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"95 INDUSTRIAL AVE E",No,"0 Pounds",NON_PBT,"0 Pounds"
"969 NEWARK TURNPIKE",No,"20 Pounds",NON_PBT,"0 Pounds"
"969 NEWARK TURNPIKE",Yes,"0 Pounds",NON_PBT,"23 Pounds"
"970 RIVERVIEW DR.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"990 RIVERVIEW DR",Yes,"11 Pounds",NON_PBT,"0 Pounds"
"999 WILLOW GROVE ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"99 AVE  A",No,"0 Pounds",NON_PBT,"0 Pounds"
"9 AUDREY PL",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"9 BACKUS ST",No,"5 Pounds",NON_PBT,"0 Pounds"
"9 LINDEN AVE. E.",No,"0 Pounds",NON_PBT,"0 Pounds"
"9 ROY ST.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"9 WHIPPANY RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"9 WHIPPANY RD.",No,"250 Pounds",NON_PBT,"0 Pounds"
"9 WHIPPANY RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"9 WHIPPANY RD.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"9 WING DR.",No,"0 Pounds",NON_PBT,"0 Pounds"
"ACADEMY STREET & MILL ROAD",No,"0 Pounds",NON_PBT,"0 Pounds"
"ARBOR ST.",No,"0 Pounds",NON_PBT,"0 Pounds"
"ARBOR ST.",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"ATLANTIC AVE. & DELAWARE RIVER",No,"0 Pounds",NON_PBT,"0 Pounds"
"ATLANTIC AVE. & DELAWARE RIVER",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"ATLANTIC AVE. & DELAWARE RIVER",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"BURGESS PL.",No,"0 Pounds",NON_PBT,"0 Pounds"
"CENTER ST.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"CLIFFWOOD AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"CUSHMAN & ATLANTIC AVE BOX 608",No,"0 Pounds",NON_PBT,"0 Pounds"
"DAVIS & SHREEVE RDS.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"DULTY'S LN AT RT 130",No,"0 Pounds",NON_PBT,"0 Pounds"
"DULTY'S LN AT RT 130",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"E. DEWEY AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"END OF S. WOOD AVE.",No,"172 Pounds",NON_PBT,"291 Pounds"
"END OF S. WOOD AVE.",No,"1 Pounds",NON_PBT," Pounds"
"END OF S. WOOD AVE.",Yes,"34 Pounds",NON_PBT,"161 Pounds"
"FIRST & ESSEX STREETS",No,"250 Pounds",NON_PBT,"0 Pounds"
"FOOT OF 13TH ST.",Yes,"1 Pounds",NON_PBT,"0 Pounds"
"FOOT OF BROAD ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"FOOT OF BROAD ST",Yes,".2 Pounds",NON_PBT,"0 Pounds"
"FOOT OF CURIE AVE",Yes,"50 Pounds",NON_PBT," Pounds"
"FOOT OF E 5TH ST",No,"12 Pounds",NON_PBT,"0 Pounds"
"FOOT OF E 5TH ST",Yes,"11 Pounds",NON_PBT,"0 Pounds"
"FOOT OF E 5TH ST",Yes,"65 Pounds",NON_PBT,"0 Pounds"
"FOOT OF JERSEY AVE",No," Pounds",NON_PBT," Pounds"
"FOOT OF JERSEY AVE",Yes,"15 Pounds",NON_PBT,"0 Pounds"
"FOOT OF JERSEY AVE",Yes,".8 Pounds",NON_PBT,"0 Pounds"
"FOOT OF SANFORD AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"FOOT OF SANFORD AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"FOOT OF S. WOOD AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"FOOT OF S. WOOD AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"FOOT OF S. WOOD AVE.",Yes,"170 Pounds",NON_PBT,"60 Pounds"
"FOOT OF S. WOOD AVE.",Yes,"300 Pounds",NON_PBT,"1100 Pounds"
"FOOT OF S. WOOD AVE.",Yes,"590 Pounds",NON_PBT,"0 Pounds"
"FOOT OF WYCKOFF ROAD/, INDUSTRIAL RD.",Yes,"76 Pounds",NON_PBT,"0 Pounds"
"GRAND & HIGH STS.",No,"0 Pounds",NON_PBT,"0 Pounds"
"HACKENSACK AVE",No,"5 Pounds",NON_PBT,"0 Pounds"
"HACKENSACK AVE BUILDING 82",No,"5 Pounds",NON_PBT,"0 Pounds"
"HALLS MILL RD.",No,"0 Pounds",NON_PBT," Pounds"
"HANOVER AVE & HORSEHILL RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"INDUSTRIAL AVE.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"KENTILE RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"LELIARTS LN",No,"5 Pounds",NON_PBT,"0 Pounds"
"MARIN AVE. & ORIENT WAY",No,"250 Pounds",NON_PBT,"0 Pounds"
"MARIN AVE. & ORIENT WAY",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"MARITIME & TYLER ST.",No,"380 Pounds",NON_PBT,"0 Pounds"
"MERRY LN.",Yes,"10457 Pounds",NON_PBT,"0 Pounds"
"MOUNT VERNON RD.",No,"1600 Pounds",NON_PBT,"0 Pounds"
"MOUNT VERNON RD.",Yes,"1900 Pounds",NON_PBT,"0 Pounds"
"MT PISGAH AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"MT PISGAH AVE",Yes,".1 Pounds",NON_PBT,"0 Pounds"
"NEW BROOKLYN-NEW FREEDOM RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"NEW PROVIDENCE RD",No," Pounds",NON_PBT," Pounds"
"NEW PROVIDENCE RD",Yes,".77 Pounds",NON_PBT,"0 Pounds"
"OFF RT. 46 & GREEN POND RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"OLD FLANDERS RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"OLD FLANDERS RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"ONE AVE L",No,"22 Pounds",NON_PBT,"0 Pounds"
"ONE AVE L",No,"90 Pounds",NON_PBT,"0 Pounds"
"ONE AVE L",Yes,"6856 Pounds",NON_PBT,"0 Pounds"
"ONE AVE L",Yes," Pounds",NON_PBT," Pounds"
"ONE CARNEGIE PLAZA",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"ORCHARD PL  PO BOX 279",No,"0 Pounds",NON_PBT,"0 Pounds"
"PENNSYLVANIA AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"PENNSYLVANIA AVE",Yes,"6300 Pounds",NON_PBT,"0 Pounds"
"PENNSYLVANIA AVE",Yes,"640 Pounds",NON_PBT,"0 Pounds"
"RAILROAD AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"RAILROAD AVE BAYWAY REFINER",No,"4015 Pounds",NON_PBT,"0 Pounds"
"RANDOLPH AVE. & WOODBRIDGE RD.",Yes,"597 Pounds",NON_PBT,"0 Pounds"
"ROCKPORT & THOMAS RDS.",Yes,"0 Pounds",NON_PBT,"750 Pounds"
"RT # 524 ARDENA RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"RT 547",No,"250 Pounds",NON_PBT,"0 Pounds"
"RT 57 E",No,"250 Pounds",NON_PBT,"0 Pounds"
"RTE 130 S",Yes,"0 Grams",NON_PBT,"0 Grams"
"RTE 130 S",Yes,"10 Pounds",NON_PBT,"0 Pounds"
"RTE 130 S",Yes,"12 Pounds",NON_PBT,"0 Pounds"
"RTE 130 S",Yes,"320 Pounds",NON_PBT,"0 Pounds"
"RTE 130 S",Yes,".5 Pounds",NON_PBT,"0 Pounds"
"RTE. 31",Yes,"927 Pounds",NON_PBT,"0 Pounds"
"RTE. 34 & AIRPORT RD.",No,"10507 Pounds",NON_PBT,"0 Pounds"
"RTE. 46",Yes,"1991 Pounds",NON_PBT,"0 Pounds"
"RTE. 46 WEST",No,"0 Pounds",NON_PBT,"0 Pounds"
"RTE. 565",Yes,"650 Pounds",NON_PBT,"0 Pounds"
"RTE. 603, 134 AIRPORT RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"RTE. 79 & RYAN RD.",Yes,"125 Pounds",NON_PBT,"0 Pounds"
"RTE. 94 N.",No,"0 Pounds",NON_PBT,"0 Pounds"
"S 3RD & SOMERSET ST",No,"5 Pounds",NON_PBT,"0 Pounds"
"S 3RD & SOMERSET ST",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"S 3RD & SOMERSET ST",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"TERMINAL WAY OFF RANDOLF AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"TETERBORO AIRPORT",Yes,"786 Pounds",NON_PBT,"0 Pounds"
"TIMBER LN.",No,"0 Pounds",NON_PBT,"0 Pounds"
"TIMBER LN.",Yes,"12886 Pounds",NON_PBT,"0 Pounds"
"UNION AVE & DUBOIS ST",Yes," Pounds",NON_PBT," Pounds"
"VERNON CROSSING RD.",Yes,"16181 Pounds",NON_PBT,"0 Pounds"
"VICTORIA TERRACE",No,"5 Pounds",NON_PBT,"0 Pounds"
"W. 1ST AVE. & ALDENE RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"W BROAD ST & DEVLIN AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"WOOD AVE S",No,"5 Pounds",NON_PBT,"0 Pounds"
